"","Lake_ID","target_taxon","density_NopL","survey","classic_group","biomass_ugL"
"52","04-580","Cyclopoida",9.2171717171717,"Lake Pulse","copepoda",5.551131401
"53","04-580","Hesperodiaptomus.nevadensis",1.32929292929293,"Lake Pulse","copepoda",20.28881179
"54","04-580","Heterocope.septentrionalis",0.166161616161616,"Lake Pulse","copepoda",9.449022836
"55","04-580","Leptodiaptomus.pribilofensis",40.0449494949494,"Lake Pulse","copepoda",200.0016376
"56","04-580","Camptocercus",0.126262626262626,"Lake Pulse","cladocera",0.944584923
"57","04-580","Ceriodaphnia",1.64141414141414,"Lake Pulse","cladocera",2.307032172
"58","04-580","Chydorus.sphaericus",0.252525252525252,"Lake Pulse","cladocera",0.118471011
"59","04-581","Daphnia.longiremis",1.00139324277255,"Lake Pulse","cladocera",0.859049851
"60","04-581","Cyclopoida",5.26819923371647,"Lake Pulse","copepoda",2.023770379
"61","04-581","Epischura",0.274294670846395,"Lake Pulse","copepoda",1.42080454
"62","04-581","Skistodiaptomus.oregonensis",2.46865203761755,"Lake Pulse","copepoda",6.197933205
"63","04-581","Bosmina.longirostris",8.79484500174155,"Lake Pulse","cladocera",3.740089377
"64","04-581","Ceriodaphnia",0.217694183211425,"Lake Pulse","cladocera",0.103929755
"65","04-581","Chydorus.sphaericus",0.304771856495994,"Lake Pulse","cladocera",0.176984517
"66","04-581","Diaphanosoma.brachyurum",1.48032044583769,"Lake Pulse","cladocera",0.520380326
"67","04-583","Cyclopoida",5.31516208541737,"Lake Pulse","copepoda",9.67478429
"68","04-583","Epischura.lacustris",1.57536608576806,"Lake Pulse","copepoda",13.67246047
"69","04-583","Heterocope.septentrionalis",0.233387568261936,"Lake Pulse","copepoda",13.94622534
"70","04-583","Leptodiaptomus.pribilofensis",3.73420109219096,"Lake Pulse","copepoda",16.14898464
"71","04-583","Bosmina.longirostris",0.0759308869345338,"Lake Pulse","cladocera",0.049626709
"72","04-609","Daphnia",0.0176661573720397,"Lake Pulse","cladocera",0.038683273
"73","04-609","Cyclopoida",2.15527119938884,"Lake Pulse","copepoda",1.152631639
"74","04-609","Epischura.nevadensis",1.13946715049656,"Lake Pulse","copepoda",2.174255249
"75","04-609","Leptodiaptomus.pribilofensis",1.13946715049656,"Lake Pulse","copepoda",1.549535574
"76","04-609","Bosmina.longirostris",3.58622994652406,"Lake Pulse","cladocera",2.226869863
"77","04-609","Ceriodaphnia",0.0706646294881588,"Lake Pulse","cladocera",0.035416408
"78","04-609","Chydorus.sphaericus",0.0176661573720397,"Lake Pulse","cladocera",0.004601264
"79","04-612","Daphnia.middendorffiana",1.03188128398213,"Lake Pulse","cladocera",17.50121547
"80","04-612","Acanthocyclops.robustus",1.1144317867007,"Lake Pulse","copepoda",1.808027481
"81","04-612","Leptodiaptomus.pribilofensis",2.79295867531163,"Lake Pulse","copepoda",11.09583017
"82","04-612","Bosmina.longirostris",0.81174661006594,"Lake Pulse","cladocera",0.630736868
"83","04-612","Chydorus.sphaericus",0.0550336684790468,"Lake Pulse","cladocera",0.049013409
"84","04-612","Diaphanosoma.birgei",0.220134673916187,"Lake Pulse","cladocera",0.639479099
"85","04-612","Ostracoda",0.0137584171197617,"Lake Pulse",NA,0.003163988
"86","04-613","Cyclopoida",2.83295136236313,"Lake Pulse","copepoda",1.985579821
"87","04-613","Heterocope.septentrionalis",0.328256302521009,"Lake Pulse","copepoda",7.061643928
"88","04-613","Leptodiaptomus.nudus",4.92384453781513,"Lake Pulse","copepoda",9.212114402
"89","04-613","Bosmina.longirostris",0.0318309141838554,"Lake Pulse","cladocera",0.020400989
"90","04-613","Chydorus.sphaericus",0.0954927425515662,"Lake Pulse","cladocera",0.079551198
"91","04-613","Diaphanosoma.birgei",0.0954927425515662,"Lake Pulse","cladocera",0.143347051
"92","04-613","Macrothrix",0.0318309141838554,"Lake Pulse","cladocera",0.004374413
"93","04-614","Diacyclops.thomasi",1.08622994652407,"Lake Pulse","copepoda",1.145191697
"94","04-614","Leptodiaptomus.pribilofensis",15.6727463712758,"Lake Pulse","copepoda",110.9922708
"95","04-615","Diacyclops.thomasi",1.89265540771997,"Lake Pulse","copepoda",1.824244
"96","04-615","Skistodiaptomus.oregonensis",1.72926069626213,"Lake Pulse","copepoda",6.070383784
"97","04-615","Alona",0.0136162259548199,"Lake Pulse","cladocera",0.006619583
"98","04-615","Bosmina.longirostris",2.7368614169188,"Lake Pulse","cladocera",1.527294318
"99","04-615","Ceriodaphnia",0.0136162259548199,"Lake Pulse","cladocera",0.003615901
"100","04-615","Leptodora.Kindtii",0.0136162259548199,"Lake Pulse","cladocera",NA
"101","04-616","Acanthocyclops.robustus",1.01726296579238,"Lake Pulse","copepoda",1.178487846
"102","04-616","Leptodiaptomus.nudus",22.9275422290128,"Lake Pulse","copepoda",67.47625085
"103","04-616","Diaphanosoma.birgei",0.313003989474578,"Lake Pulse","cladocera",2.82215389
"104","04-617","Daphnia",0.0273215346744758,"Lake Pulse","cladocera",0.247888007
"105","04-617","Acanthocyclops.robustus",1.89429307076365,"Lake Pulse","copepoda",1.605121049
"106","04-617","Eucyclops",3.78858614152732,"Lake Pulse","copepoda",2.311895154
"107","04-617","Ceriodaphnia",0.0546430693489516,"Lake Pulse","cladocera",0.018832181
"108","04-617","Chydorus.sphaericus",0.109286138697903,"Lake Pulse","cladocera",0.036836559
"109","04-617","Ostracoda",0.0352792632204396,"Lake Pulse",NA,0.03514213
"110","04-619","Cyclopoida",6.22476263232566,"Lake Pulse","copepoda",3.396673088
"111","04-619","Alona",0.0532030994215868,"Lake Pulse","cladocera",0.030186488
"112","04-619","Bosmina.longirostris",0.106406198843174,"Lake Pulse","cladocera",0.043550276
"113","04-619","Chydorus.sphaericus",0.186210847975554,"Lake Pulse","cladocera",0.086268495
"114","04-620","Cyclopoida",0.662083015024191,"Lake Pulse","copepoda",0.58712189
"115","04-620","Leptodiaptomus.nudus",20.1107715813598,"Lake Pulse","copepoda",45.86813265
"116","04-620","Ceriodaphnia",0.827603768780239,"Lake Pulse","cladocera",0.89857377
"117","04-620","Chydorus.sphaericus",0.496562261268143,"Lake Pulse","cladocera",0.509652767
"118","04-620","Diaphanosoma.birgei",0.579322638146167,"Lake Pulse","cladocera",1.016459313
"119","04-620","Polyphemus.pediculus",0.496562261268143,"Lake Pulse","cladocera",3.867526934
"120","04-621","Daphnia.middendorffiana",0.370736529906079,"Lake Pulse","cladocera",3.863712711
"121","04-621","Acanthocyclops.robustus",1.26668314384577,"Lake Pulse","copepoda",1.347785557
"122","04-621","Aglaodiaptomus.leptopus",0.917842865301458,"Lake Pulse","copepoda",14.99530043
"123","04-621","Leptodiaptomus.nudus",3.80904789100106,"Lake Pulse","copepoda",8.816318973
"124","04-621","Diaphanosoma.birgei",0.0154473554127533,"Lake Pulse","cladocera",0.007029267
"125","04-622","Cyclopoida",0.0716195569136746,"Lake Pulse","copepoda",0.026501208
"126","04-622","Bosmina.longirostris",1.36077158135982,"Lake Pulse","cladocera",0.455110688
"127","04-622","Diaphanosoma.brachyurum",0.0557040998217469,"Lake Pulse","cladocera",0.01215447
"128","04-623","Daphnia",0.167835729333056,"Lake Pulse","cladocera",0.476536548
"129","04-623","Acanthocyclops.robustus",8.54436440241012,"Lake Pulse","copepoda",8.048893894
"130","04-623","Diacyclops.thomasi",0.854436440241012,"Lake Pulse","copepoda",0.589937421
"131","04-623","Aglaodiaptomus.leptopus",10.4058152186494,"Lake Pulse","copepoda",84.91079178
"132","04-623","Bosmina.longirostris",17.7066694446374,"Lake Pulse","cladocera",9.332832457
"133","04-623","Chydorus.sphaericus",0.0839178646665278,"Lake Pulse","cladocera",0.074277268
"134","04-623","Diaphanosoma.brachyurum",10.0701437599833,"Lake Pulse","cladocera",8.717960236
"135","04-623","Ostracoda",0.0839178646665278,"Lake Pulse",NA,0.004083449
"136","04-624","Daphnia.dentifera",0.342561266931015,"Lake Pulse","cladocera",0.518625277
"137","04-624","Cyclopoida",0.748559805515921,"Lake Pulse","copepoda",0.378612943
"138","04-624","Aglaodiaptomus.leptopus",2.80392740710201,"Lake Pulse","copepoda",50.12768249
"139","04-624","Bosmina.longirostris",0.209342996457842,"Lake Pulse","cladocera",0.111121906
"140","04-624","Ceriodaphnia",0.0126874543307783,"Lake Pulse","cladocera",0.005517167
"141","04-624","Chydorus.sphaericus",0.00634372716538916,"Lake Pulse","cladocera",0.002746338
"142","04-624","Diaphanosoma.brachyurum",0.348904994096404,"Lake Pulse","cladocera",0.204481868
"143","06-036","Daphnia",0.0431990978209466,"Lake Pulse","cladocera",0.179194727
"144","06-036","Cyclops.scutifer",2.46954842543077,"Lake Pulse","copepoda",3.50837923
"145","06-036","Mesocyclops.edax",0.705585264408795,"Lake Pulse","copepoda",3.826926854
"146","06-036","Leptodiaptomus.minutus",1.18797519007603,"Lake Pulse","copepoda",3.143743828
"147","06-036","Eubosmina.longispina",4.4495070755575,"Lake Pulse","cladocera",7.713374707
"148","06-036","Holopedium.glacialis",0.0215995489104733,"Lake Pulse","cladocera",0.019407388
"149","06-066","Daphnia.pulicaria",0.828598484848485,"Lake Pulse","cladocera",10.72308683
"150","06-066","Cyclops.scutifer",0.609763500388502,"Lake Pulse","copepoda",1.808327374
"151","06-066","Mesocyclops.edax",0.174218142968143,"Lake Pulse","copepoda",0.698838959
"152","06-066","Tropocyclops.prasinus",0.348436285936286,"Lake Pulse","copepoda",0.29031055
"153","06-066","Aglaodiaptomus.spatulocrenatus",0.042416351010101,"Lake Pulse","copepoda",0.385005687
"154","06-066","Leptodiaptomus.minutus",0.296914457070707,"Lake Pulse","copepoda",0.464613578
"155","06-066","Alona.affinis",0.00394570707070707,"Lake Pulse","cladocera",0.01010321
"156","06-066","Eubosmina.longispina",0.00394570707070707,"Lake Pulse","cladocera",0.004149612
"157","06-066","Holopedium.glacialis",0.0236742424242424,"Lake Pulse","cladocera",0.663701648
"158","06-071","Daphnia.pulicaria",1.24855136859939,"Lake Pulse","cladocera",33.09544623
"159","06-071","Mesocyclops.edax",8.90096298259562,"Lake Pulse","copepoda",25.11873553
"160","06-071","Tropocyclops.prasinus",0.443034356599782,"Lake Pulse","copepoda",0.491517806
"161","06-071","Epischura.lacustris",1.85268912759909,"Lake Pulse","copepoda",10.39661413
"162","06-071","Skistodiaptomus.oregonensis",1.85268912759909,"Lake Pulse","copepoda",2.356268665
"163","06-071","Bosmina.longirostris",0.0805517011999604,"Lake Pulse","cladocera",0.082000566
"164","06-071","Holopedium.glacialis",0.161103402399921,"Lake Pulse","cladocera",11.51646131
"165","06-080","Daphnia.galeata.mendotae",2.39119363160284,"Lake Pulse","cladocera",6.790155276
"166","06-080","Daphnia.pulicaria",0.58679598321542,"Lake Pulse","cladocera",9.162992613
"167","06-080","Diacyclops.thomasi",2.5330026608799,"Lake Pulse","copepoda",3.494386739
"168","06-080","Mesocyclops.edax",1.35696571118566,"Lake Pulse","copepoda",2.641065462
"169","06-080","Tropocyclops.prasinus",0.452321903728552,"Lake Pulse","copepoda",0.283356023
"170","06-080","Aglaodiaptomus.spatulocrenatus",0.610585009561991,"Lake Pulse","copepoda",2.760579368
"171","06-080","Epischura.lacustris",0.0610585009561991,"Lake Pulse","copepoda",0.4446479
"172","06-080","Leptodiaptomus.minutus",1.58752102486117,"Lake Pulse","copepoda",1.448890634
"173","06-080","Diaphanosoma.brachyurum",1.51099965677971,"Lake Pulse","cladocera",1.08380745
"174","06-080","Eubosmina.longispina",0.689485280278119,"Lake Pulse","cladocera",1.342335261
"175","06-080","Holopedium.glacialis",1.27628126349354,"Lake Pulse","cladocera",8.338125921
"176","06-083","Daphnia.catawba",8.13810372633901,"Lake Pulse","cladocera",122.0787952
"177","06-083","Daphnia.galeata.mendotae",3.82969587121836,"Lake Pulse","cladocera",20.96818545
"178","06-083","Mesocyclops.edax",2.6881519096052,"Lake Pulse","copepoda",7.487649198
"179","06-083","Chydorus.sphaericus",5.8918398018744,"Lake Pulse","cladocera",4.614157015
"180","06-083","Sida.crystallina",0.405063986378865,"Lake Pulse","cladocera",5.207589607
"181","06-085","Daphnia.galeata.mendotae",0.0986758339699515,"Lake Pulse","cladocera",1.135776609
"182","06-085","Daphnia.pulicaria",2.9931669637552,"Lake Pulse","cladocera",175.9005812
"183","06-085","Mesocyclops.edax",1.18880885687608,"Lake Pulse","copepoda",4.88026696
"184","06-085","Tropocyclops.prasinus",0.324220597329841,"Lake Pulse","copepoda",0.383544259
"185","06-085","Aglaodiaptomus.spatulocrenatus",7.23622782446311,"Lake Pulse","copepoda",16.95004105
"186","06-095","Daphnia.retrocurva",4.93614954399268,"Lake Pulse","cladocera",15.83394917
"187","06-095","Cyclops.scutifer",0.306734263953515,"Lake Pulse","copepoda",1.074030667
"188","06-095","Mesocyclops.edax",0.511223773255859,"Lake Pulse","copepoda",8.741821189
"189","06-095","Tropocyclops.prasinus",1.4314265651164,"Lake Pulse","copepoda",1.364822593
"190","06-095","Epischura.lacustris",0.0630895357718127,"Lake Pulse","copepoda",1.12138421
"191","06-095","Leptodiaptomus.minutus",12.9333548332216,"Lake Pulse","copepoda",19.3499167
"192","06-095","Diaphanosoma.brachyurum",5.56097860019428,"Lake Pulse","cladocera",9.134308937
"193","06-095","Eubosmina.longispina",0.812277773062086,"Lake Pulse","cladocera",0.803566435
"194","06-095","Sida.crystallina",0.0624829056201605,"Lake Pulse","cladocera",0.319320311
"195","06-096","Daphnia.galeata.mendotae",8.0032012805122,"Lake Pulse","cladocera",44.04750954
"196","06-096","Diacyclops.thomasi",0.763941940412528,"Lake Pulse","copepoda",1.84922958
"197","06-096","Mesocyclops.edax",3.36134453781512,"Lake Pulse","copepoda",22.04185218
"198","06-096","Tropocyclops.prasinus",1.22230710466004,"Lake Pulse","copepoda",1.111434401
"199","06-096","Leptodiaptomus.minutus",3.36835070728628,"Lake Pulse","copepoda",7.602675807
"200","06-096","Skistodiaptomus.oregonensis",0.269468056582902,"Lake Pulse","copepoda",1.185959603
"201","06-096","Bosmina.longirostris",0.763941940412528,"Lake Pulse","cladocera",0.374875612
"202","06-096","Diaphanosoma.brachyurum",0.291025501109534,"Lake Pulse","cladocera",0.304494891
"203","06-096","Holopedium.glacialis",1.27323656735421,"Lake Pulse","cladocera",12.81726135
"204","06-100","Diacyclops.thomasi",0.341435275408865,"Lake Pulse","copepoda",0.655045204
"205","06-100","Mesocyclops.edax",0.85358818852216,"Lake Pulse","copepoda",1.663801148
"206","06-100","Leptodiaptomus.minutus",0.320037105751392,"Lake Pulse","copepoda",0.433919957
"207","06-100","Skistodiaptomus.oregonensis",0.0564771363090691,"Lake Pulse","copepoda",0.229155156
"208","06-100","Bosmina.longirostris",0.818509221870567,"Lake Pulse","cladocera",0.503478007
"209","06-100","Ceriodaphnia",0.00545672814580378,"Lake Pulse","cladocera",0.001624946
"210","06-100","Holopedium.glacialis",0.141874931790898,"Lake Pulse","cladocera",0.529880086
"211","06-101","Daphnia.galeata.mendotae",0.72438066135545,"Lake Pulse","cladocera",2.947084142
"212","06-101","Eucyclops.pectinifer",0.446030685001273,"Lake Pulse","copepoda",8.75287307
"213","06-101","Tropocyclops.prasinus",3.12221479500891,"Lake Pulse","copepoda",1.451761701
"214","06-101","Epischura.lacustris",8.18281858197824,"Lake Pulse","copepoda",21.24742428
"215","06-101","Eubosmina.longispina",1.3682745825603,"Lake Pulse","cladocera",2.298415648
"216","06-101","Holopedium.glacialis",0.0268289133835352,"Lake Pulse","cladocera",0.094950557
"217","06-102","Daphnia.catawba",1.38794256441315,"Lake Pulse","cladocera",19.87354155
"218","06-102","Daphnia.galeata.mendotae",0.168235462353109,"Lake Pulse","cladocera",1.300984507
"219","06-102","Mesocyclops.edax",0.207490403568835,"Lake Pulse","copepoda",1.429665011
"220","06-102","Tropocyclops.prasinus",1.65992322855068,"Lake Pulse","copepoda",2.17910063
"221","06-102","Epischura",0.272331154684096,"Lake Pulse","copepoda",5.194424072
"222","06-102","Leptodiaptomus.minutus",8.13103018985371,"Lake Pulse","copepoda",30.12748791
"223","06-102","Diaphanosoma.brachyurum",0.0389044506691565,"Lake Pulse","cladocera",0.052642742
"224","06-102","Eubosmina.longispina",0.622471210706504,"Lake Pulse","cladocera",0.587058464
"225","06-102","Holopedium.glacialis",0.155617802676626,"Lake Pulse","cladocera",3.198300435
"226","06-102","Leptodora.Kindtii",0.00954927425515661,"Lake Pulse","cladocera",NA
"227","06-103","Daphnia.galeata.mendotae",8.45972784246127,"Lake Pulse","cladocera",29.63834524
"228","06-103","Daphnia.pulicaria",3.11162403400874,"Lake Pulse","cladocera",61.91534354
"229","06-103","Daphnia.retrocurva",0.777906008502185,"Lake Pulse","cladocera",2.251559081
"230","06-103","Cyclops.scutifer",5.58787957070054,"Lake Pulse","copepoda",37.74281596
"231","06-103","Mesocyclops.edax",2.690460534041,"Lake Pulse","copepoda",28.64279705
"232","06-103","Tropocyclops.prasinus",8.07138160212303,"Lake Pulse","copepoda",10.86433613
"233","06-103","Skistodiaptomus.oregonensis",0.869666048237477,"Lake Pulse","copepoda",3.132804345
"234","06-103","Bosmina.longirostris",0.23191094619666,"Lake Pulse","cladocera",0.173467379
"235","06-103","Ceriodaphnia",3.42068645640074,"Lake Pulse","cladocera",5.621011905
"236","06-103","Chydorus.sphaericus",2.66697588126159,"Lake Pulse","cladocera",2.226005216
"237","06-103","Diaphanosoma.brachyurum",0.637755102040816,"Lake Pulse","cladocera",1.038183268
"238","06-103","Eubosmina.longispina",0.23191094619666,"Lake Pulse","cladocera",0.092528612
"239","06-104","Daphnia.galeata.mendotae",0.0895244461420932,"Lake Pulse","cladocera",0.202519512
"240","06-104","Daphnia.pulicaria",3.16319709702063,"Lake Pulse","cladocera",166.7200748
"241","06-104","Diacyclops.thomasi",0.159311219119,"Lake Pulse","copepoda",0.311778949
"242","06-104","Mesocyclops.edax",3.21277625223317,"Lake Pulse","copepoda",33.79499373
"243","06-104","Epischura.lacustris",1.14889705882353,"Lake Pulse","copepoda",15.13040772
"244","06-104","Bosmina.longirostris",0.0596829640947288,"Lake Pulse","cladocera",0.037059943
"245","06-104","Holopedium.glacialis",0.0149207410236822,"Lake Pulse","cladocera",0.040272174
"246","06-124","Daphnia.galeata.mendotae",2.0254513288569,"Lake Pulse","cladocera",8.270887165
"247","06-124","Daphnia.pulicaria",0.934823690241647,"Lake Pulse","cladocera",11.29895539
"248","06-124","Diacyclops.thomasi",1.25508736189851,"Lake Pulse","copepoda",3.085537352
"249","06-124","Mesocyclops.edax",0.251017472379701,"Lake Pulse","copepoda",0.592430232
"250","06-124","Epischura.lacustris",2.76552008363154,"Lake Pulse","copepoda",16.78117599
"251","06-124","Leptodiaptomus.minutus",8.29656025089462,"Lake Pulse","copepoda",5.746712891
"252","06-124","Bosmina.longirostris",0.259673247289346,"Lake Pulse","cladocera",0.282792011
"253","06-124","Diaphanosoma.brachyurum",0.623215793494432,"Lake Pulse","cladocera",1.198174503
"254","06-124","Eubosmina.longispina",0.934823690241647,"Lake Pulse","cladocera",0.887181285
"255","06-124","Holopedium.glacialis",0.207738597831477,"Lake Pulse","cladocera",0.565180461
"256","06-125","Daphnia.pulicaria",0.0611502982605798,"Lake Pulse","cladocera",0.521585031
"257","06-125","Acanthocyclops.robustus",2.34975683130931,"Lake Pulse","copepoda",19.33367222
"258","06-125","Mesocyclops.edax",0.187980546504745,"Lake Pulse","copepoda",1.220578536
"259","06-125","Epischura.lacustris",5.09585818838166,"Lake Pulse","copepoda",18.03334999
"260","06-125","Leptodiaptomus.minutus",2.54792909419082,"Lake Pulse","copepoda",0.999551229
"261","06-125","Bosmina.longirostris",0.0305751491302899,"Lake Pulse","cladocera",0.009743985
"262","06-125","Holopedium.glacialis",0.397476938693769,"Lake Pulse","cladocera",6.223747335
"263","06-126","Daphnia.catawba",0.501336898395722,"Lake Pulse","cladocera",5.967893941
"264","06-126","Daphnia.galeata.mendotae",0.501336898395722,"Lake Pulse","cladocera",1.818206364
"265","06-126","Diacyclops.thomasi",1.38673890608875,"Lake Pulse","copepoda",3.401795536
"266","06-126","Tropocyclops.prasinus",1.00853738624636,"Lake Pulse","copepoda",1.025679003
"267","06-126","Epischura",6.16458704694001,"Lake Pulse","copepoda",25.09075669
"268","06-126","Leptodiaptomus.minutus",4.62344028520499,"Lake Pulse","copepoda",4.255264614
"269","06-126","Skistodiaptomus.oregonensis",3.08229352346999,"Lake Pulse","copepoda",3.298378603
"270","06-126","Diaphanosoma.brachyurum",0.557040998217469,"Lake Pulse","cladocera",0.805329158
"271","06-126","Eubosmina.longispina",0.89126559714795,"Lake Pulse","cladocera",0.558332441
"272","06-127","Daphnia.galeata.mendotae",0.0313003989474578,"Lake Pulse","cladocera",0.102457948
"273","06-127","Mesocyclops.edax",2.17850776674306,"Lake Pulse","copepoda",7.000542929
"274","06-127","Tropocyclops.prasinus",3.26776165011459,"Lake Pulse","copepoda",2.550530476
"275","06-127","Leptodiaptomus.minutus",10.391732450556,"Lake Pulse","copepoda",16.98532904
"276","06-127","Bosmina.longirostris",6.2287793905441,"Lake Pulse","cladocera",2.535756442
"277","06-127","Ceriodaphnia",0.0626007978949156,"Lake Pulse","cladocera",0.07496561
"278","06-127","Diaphanosoma.brachyurum",4.8202614379085,"Lake Pulse","cladocera",2.422665216
"279","06-127","Holopedium.glacialis",4.10035226211697,"Lake Pulse","cladocera",122.5828402
"280","06-128","Hapracticoida",0.0247573776985542,"Lake Pulse",NA,0.052928987
"281","06-128","Daphnia.galeata.mendotae",0.134603218555246,"Lake Pulse","cladocera",0.468889381
"282","06-128","Daphnia.pulicaria",5.41104938592091,"Lake Pulse","cladocera",111.9850355
"283","06-128","Cyclops.scutifer",3.116031518569,"Lake Pulse","copepoda",18.40812829
"284","06-128","Mesocyclops.edax",0.127184959941592,"Lake Pulse","copepoda",2.228387093
"285","06-128","Epischura.lacustris",0.0742721330956626,"Lake Pulse","copepoda",0.588212885
"286","06-129","Daphnia.galeata.mendotae",1.14081996434938,"Lake Pulse","cladocera",14.47658233
"287","06-129","Acanthocyclops.robustus",4.13547237076649,"Lake Pulse","copepoda",10.0856218
"288","06-129","Leptodiaptomus.minutus",1.72549019607843,"Lake Pulse","copepoda",1.876092153
"289","06-129","Leptodiaptomus.sicilis",15.5294117647059,"Lake Pulse","copepoda",55.16264531
"290","06-129","Eubosmina.longispina",0.142602495543672,"Lake Pulse","cladocera",0.096646841
"291","06-130","Daphnia.galeata.mendotae",5.01291425661173,"Lake Pulse","cladocera",51.29380138
"292","06-130","Daphnia.pulicaria",0.642681314950222,"Lake Pulse","cladocera",13.54282863
"293","06-130","Diacyclops.thomasi",0.0486353427529897,"Lake Pulse","copepoda",0.06980744
"294","06-130","Mesocyclops.edax",1.75087233910763,"Lake Pulse","copepoda",13.54511285
"295","06-130","Epischura.lacustris",1.11146062703156,"Lake Pulse","copepoda",11.92840899
"296","06-130","Leptodiaptomus.minutus",6.98632394134123,"Lake Pulse","copepoda",9.143207567
