"","Lake_ID","eco_bio","sample_type","target_taxon","biomass_ugL","density_NopL","ffg","survey","classic_group"
"47","2010179","PLAINS","ZOFN","Cyclopoida",25.03358804,82.12395064,"UNK","NLA 2017","copepoda"
"48","2010179","PLAINS","ZOFN","Keratella cochlearis",23.37803398,6668.464792,"HERB","NLA 2017","rotifera"
"49","2010179","PLAINS","ZOFN","Keratella cochlearis tecta",0.487119875,377.7701729,"HERB","NLA 2017","rotifera"
"50","2010179","PLAINS","ZOFN","Polyarthra vulgaris",5.289306736,164.2479013,"OMNI","NLA 2017","rotifera"
"51","2010179","PLAINS","ZOFN","Testudinella patina",0.769334519,16.42479013,"HERB","NLA 2017","rotifera"
"52","2010180","WMTNS","ZOCN","Harpacticoida",12.84497481,1.706142431,"HERB","NLA 2017","copepoda"
"53","2010180","WMTNS","ZOCN","Moina hutchinsoni",2185.079514,224.7842653,"HERB","NLA 2017","cladocera"
"54","2010180","WMTNS","ZOFN","Brachionus variabilis",0.49063246,2.415972036,"OMNI","NLA 2017","rotifera"
"55","2010180","WMTNS","ZOFN","Copepoda",0.102370182,2.196338215,"UNK","NLA 2017","copepoda"
"56","2010180","WMTNS","ZOFN","Cyclopoida",0.196630144,0.219633821,"UNK","NLA 2017","copepoda"
"57","2010180","WMTNS","ZOFN","Harpacticoida",0.018289991,0.219633821,"HERB","NLA 2017","copepoda"
"58","2010180","WMTNS","ZOFN","Hexarthra",5.950089811,92.46583884,"OMNI","NLA 2017","rotifera"
"59","2010180","WMTNS","ZOFN","Lepadella acuminata",0.040166159,3.953408786,"HERB","NLA 2017","rotifera"
"60","2010180","WMTNS","ZOFN","Lepadella patella",0.005869692,0.439267643,"HERB","NLA 2017","rotifera"
"61","2010180","WMTNS","ZOFN","Monostyla",0.006745073,0.439267643,"HERB","NLA 2017","rotifera"
"62","2010180","WMTNS","ZOFN","Monostyla closterocerca",0.002257912,0.439267643,"HERB","NLA 2017","rotifera"
"63","2010180","WMTNS","ZOFN","Notholca acuminata extensa",0.503017897,3.953408786,"HERB","NLA 2017","rotifera"
"64","2010180","WMTNS","ZOFN","Trichocerca cylindrica",0.051184059,0.219633821,"PRED","NLA 2017","rotifera"
"65","2010181","EHIGH","ZOCN","Bosmina longirostris",294.8393273,198.2435646,"HERB","NLA 2017","cladocera"
"66","2010181","EHIGH","ZOCN","Calanoida",138.9043039,61.87949414,"HERB","NLA 2017","copepoda"
"67","2010181","EHIGH","ZOCN","Ceriodaphnia",89.29193587,49.274412,"HERB","NLA 2017","cladocera"
"68","2010181","EHIGH","ZOCN","Chydorus sphaericus",1.727246445,6.875499349,"HERB","NLA 2017","cladocera"
"69","2010181","EHIGH","ZOCN","Cyclopoida",17.91381447,20.62649805,"UNK","NLA 2017","copepoda"
"70","2010181","EHIGH","ZOCN","Daphnia ambigua",128.4411942,52.71216168,"HERB","NLA 2017","cladocera"
"71","2010181","EHIGH","ZOCN","Daphnia parvula",276.0904205,103.1324902,"HERB","NLA 2017","cladocera"
"72","2010181","EHIGH","ZOCN","Mesocyclops edax",77.25407326,3.437749675,"OMNI","NLA 2017","copepoda"
"73","2010181","EHIGH","ZOCN","Skistodiaptomus pallidus",105.6801091,19.48058149,"HERB","NLA 2017","copepoda"
"74","2010181","EHIGH","ZOFN","Asplanchna",33.68692142,6.372563921,"OMNI","NLA 2017","rotifera"
"75","2010181","EHIGH","ZOFN","Calanoida",34.98472046,32.77318588,"HERB","NLA 2017","copepoda"
"76","2010181","EHIGH","ZOFN","Conochilus unicornis",2.022879016,145.6586039,"HERB","NLA 2017","rotifera"
"77","2010181","EHIGH","ZOFN","Copepoda",3.917902961,24.12470627,"UNK","NLA 2017","copepoda"
"78","2010181","EHIGH","ZOFN","Cyclopoida",5.066106385,10.92439529,"UNK","NLA 2017","copepoda"
"79","2010181","EHIGH","ZOFN","Kellicottia bostoniensis",0.026328987,6.372563921,"OMNI","NLA 2017","rotifera"
"80","2010181","EHIGH","ZOFN","Kellicottia longispina",0.018924319,2.275915686,"OMNI","NLA 2017","rotifera"
"81","2010181","EHIGH","ZOFN","Keratella cochlearis",0.00372436,0.910366274,"HERB","NLA 2017","rotifera"
"82","2010182","EHIGH","ZOCN","Calanoida",37.18442783,16.73038175,"HERB","NLA 2017","copepoda"
"83","2010182","EHIGH","ZOCN","Cyclopoida",1.468641986,0.805536899,"UNK","NLA 2017","copepoda"
"84","2010182","EHIGH","ZOCN","Diaphanosoma brachyurum",8.327289124,5.328936409,"HERB","NLA 2017","cladocera"
"85","2010182","EHIGH","ZOCN","Mesocyclops edax",3.787728685,0.371786261,"OMNI","NLA 2017","copepoda"
"86","2010182","EHIGH","ZOCN","Skistodiaptomus pallidus",24.9349394,5.762687047,"HERB","NLA 2017","copepoda"
"87","2010182","EHIGH","ZOFN","Brachionus angularis",3.156722048,81.79290835,"OMNI","NLA 2017","rotifera"
"88","2010182","EHIGH","ZOFN","Brachionus calyciflorus",18.24083242,113.3947139,"OMNI","NLA 2017","rotifera"
"89","2010182","EHIGH","ZOFN","Brachionus havanaensis",4.968951268,249.0965845,"OMNI","NLA 2017","rotifera"
"90","2010182","EHIGH","ZOFN","Calanoida",3.083841742,1.858929735,"HERB","NLA 2017","copepoda"
"91","2010182","EHIGH","ZOFN","Collotheca",0.052068501,5.576789206,"HERB","NLA 2017","rotifera"
"92","2010182","EHIGH","ZOFN","Conochiloides dossuarius",9.071205322,223.0715682,"HERB","NLA 2017","rotifera"
"93","2010182","EHIGH","ZOFN","Conochilus unicornis",2.070217436,260.2501629,"HERB","NLA 2017","rotifera"
"94","2010182","EHIGH","ZOFN","Copepoda",14.1769182,265.8269521,"UNK","NLA 2017","copepoda"
"95","2010182","EHIGH","ZOFN","Filinia terminalis",27.38335347,596.716445,"OMNI","NLA 2017","rotifera"
"96","2010183","WMTNS","ZOCN","Calanoida",76.8541935,37.13618476,"HERB","NLA 2017","copepoda"
"97","2010183","WMTNS","ZOCN","Chydorus sphaericus",0.313761427,0.297089478,"HERB","NLA 2017","cladocera"
"98","2010183","WMTNS","ZOCN","Cyclopoida",50.54743701,20.49917399,"UNK","NLA 2017","copepoda"
"99","2010183","WMTNS","ZOCN","Daphnia",32.96101156,5.347610605,"HERB","NLA 2017","cladocera"
"100","2010183","WMTNS","ZOCN","Daphnia pulicaria",201.9532628,8.021415907,"HERB","NLA 2017","cladocera"
"101","2010183","WMTNS","ZOCN","Leptodiaptomus siciloides",202.3901054,59.71498509,"HERB","NLA 2017","copepoda"
"102","2010183","WMTNS","ZOCN","Mesocyclops edax",39.46773944,3.267984259,"OMNI","NLA 2017","copepoda"
"103","2010183","WMTNS","ZOFN","Calanoida",23.25439442,22.28169203,"HERB","NLA 2017","copepoda"
"104","2010183","WMTNS","ZOFN","Copepoda",5.140269504,100.713248,"UNK","NLA 2017","copepoda"
"105","2010183","WMTNS","ZOFN","Cyclopoida",11.07430728,15.44863981,"UNK","NLA 2017","copepoda"
"106","2010183","WMTNS","ZOFN","Keratella quadrata",0.053753583,0.594178454,"HERB","NLA 2017","rotifera"
"107","2010183","WMTNS","ZOFN","Monostyla cornuta",0.00515393,0.297089227,"HERB","NLA 2017","rotifera"
"108","2010183","WMTNS","ZOFN","Trichocerca",0.035222102,0.594178454,"PRED","NLA 2017","rotifera"
"109","2010183","WMTNS","ZOFN","Trichotria pocillum",0.012216723,0.297089227,"HERB","NLA 2017","rotifera"
"110","2010184","UMW","ZOCN","Alona guttata",0.081786553,0.130961892,"HERB","NLA 2017","cladocera"
"111","2010184","UMW","ZOCN","Bosmina longirostris",1.179655354,1.178657031,"HERB","NLA 2017","cladocera"
"112","2010184","UMW","ZOCN","Calanoida",10.77982591,5.500399479,"HERB","NLA 2017","copepoda"
"113","2010184","UMW","ZOCN","Ceriodaphnia lacustris",72.69483849,22.52544549,"HERB","NLA 2017","cladocera"
"114","2010184","UMW","ZOCN","Chydorus sphaericus",0.921758909,1.309618924,"HERB","NLA 2017","cladocera"
"115","2010184","UMW","ZOCN","Cyclopoida",13.11614835,8.774446788,"UNK","NLA 2017","copepoda"
"116","2010184","UMW","ZOCN","Daphnia dubia",16.07619436,6.548094618,"HERB","NLA 2017","cladocera"
"117","2010184","UMW","ZOCN","Diaphanosoma brachyurum",4.35662441,2.095390278,"HERB","NLA 2017","cladocera"
"118","2010184","UMW","ZOCN","Mesocyclops edax",149.0733422,18.59658872,"OMNI","NLA 2017","copepoda"
"119","2010184","UMW","ZOCN","Skistodiaptomus oregonensis",31.29610682,7.20290408,"HERB","NLA 2017","copepoda"
"120","2010184","UMW","ZOCN","Tropocyclops prasinus",1.452830075,1.440580816,"HERB","NLA 2017","copepoda"
"121","2010184","UMW","ZOFN","Asplanchna",3.570728017,0.929464868,"OMNI","NLA 2017","rotifera"
"122","2010184","UMW","ZOFN","Calanoida",3.38860972,3.717859471,"HERB","NLA 2017","copepoda"
"123","2010184","UMW","ZOFN","Conochilus unicornis",3.029446474,146.8554491,"HERB","NLA 2017","rotifera"
"124","2010184","UMW","ZOFN","Copepoda",3.16389428,40.89645418,"UNK","NLA 2017","copepoda"
"125","2010184","UMW","ZOFN","Cyclopoida",3.714311726,5.576789206,"UNK","NLA 2017","copepoda"
"126","2010184","UMW","ZOFN","Gastropus stylifer",0.032248877,0.929464868,"HERB","NLA 2017","rotifera"
"127","2010184","UMW","ZOFN","Keratella cochlearis",0.927327199,127.3366869,"HERB","NLA 2017","rotifera"
"128","2010184","UMW","ZOFN","Keratella crassa",1.46347225,103.1706003,"HERB","NLA 2017","rotifera"
"129","2010184","UMW","ZOFN","Polyarthra euryptera",1.159776379,4.647324338,"OMNI","NLA 2017","rotifera"
"130","2010184","UMW","ZOFN","Polyarthra vulgaris",5.762561971,135.7018707,"OMNI","NLA 2017","rotifera"
"131","2010184","UMW","ZOFN","Trichocerca multicrinis",0.129167205,0.929464868,"PRED","NLA 2017","rotifera"
"132","2010184","UMW","ZOFN","Trichocerca similis",0.031442655,0.929464868,"PRED","NLA 2017","rotifera"
"133","2010184","UMW","ZOFN","Tropocyclops prasinus",0.897963308,0.929464868,"HERB","NLA 2017","copepoda"
"134","2010185","PLAINS","ZOCN","Alona",0.076960105,0.111408554,"HERB","NLA 2017","cladocera"
"135","2010185","PLAINS","ZOCN","Bosmina longirostris",6.438418221,5.681836268,"HERB","NLA 2017","cladocera"
"136","2010185","PLAINS","ZOCN","Ceriodaphnia",27.20115209,16.59987459,"HERB","NLA 2017","cladocera"
"137","2010185","PLAINS","ZOCN","Cyclopoida",40.91432876,22.05889374,"UNK","NLA 2017","copepoda"
"138","2010185","PLAINS","ZOCN","Daphnia",2.286848188,1.336902651,"HERB","NLA 2017","cladocera"
"139","2010185","PLAINS","ZOCN","Diacyclops thomasi",0.558539211,0.222817109,"OMNI","NLA 2017","copepoda"
"140","2010185","PLAINS","ZOCN","Mesocyclops edax",6.103244917,1.225494097,"OMNI","NLA 2017","copepoda"
"141","2010185","PLAINS","ZOFN","Anuraeopsis fissa",0.009644637,4.392676429,"HERB","NLA 2017","rotifera"
"142","2010185","PLAINS","ZOFN","Ascomorpha ovalis",0.027094947,4.392676429,"HERB","NLA 2017","rotifera"
"143","2010185","PLAINS","ZOFN","Asplanchna herrickii",38.78416338,8.785352859,"OMNI","NLA 2017","rotifera"
"144","2010185","PLAINS","ZOFN","Brachionus angularis",0.178604388,4.392676429,"OMNI","NLA 2017","rotifera"
"145","2010185","PLAINS","ZOFN","Brachionus quadridentatus brevispinus",0.438599457,8.785352859,"OMNI","NLA 2017","rotifera"
"146","2010185","PLAINS","ZOFN","Calanoida",6.032844284,4.392676429,"HERB","NLA 2017","copepoda"
"147","2010185","PLAINS","ZOFN","Collotheca",1.124016949,105.4242343,"HERB","NLA 2017","rotifera"
"148","2010185","PLAINS","ZOFN","Copepoda",12.76148434,158.1363515,"UNK","NLA 2017","copepoda"
"149","2010185","PLAINS","ZOFN","Cyclopoida",35.15250064,83.46085216,"UNK","NLA 2017","copepoda"
"150","2010185","PLAINS","ZOFN","Filinia terminalis",0.057329804,4.392676429,"OMNI","NLA 2017","rotifera"
"151","2010185","PLAINS","ZOFN","Keratella cochlearis",2.357378151,1102.561784,"HERB","NLA 2017","rotifera"
"152","2010185","PLAINS","ZOFN","Keratella cochlearis tecta",0.469453917,347.0214379,"HERB","NLA 2017","rotifera"
"153","2010185","PLAINS","ZOFN","Keratella crassa",0.313549926,21.96338215,"HERB","NLA 2017","rotifera"
"154","2010185","PLAINS","ZOFN","Keratella earlinae",0.029767398,4.392676429,"HERB","NLA 2017","rotifera"
"155","2010185","PLAINS","ZOFN","Lepadella ovalis",0.041674357,8.785352859,"HERB","NLA 2017","rotifera"
"156","2010185","PLAINS","ZOFN","Polyarthra vulgaris",4.684827499,144.9583222,"OMNI","NLA 2017","rotifera"
"157","2010185","PLAINS","ZOFN","Pompholyx sulcata",0.114306808,4.392676429,"HERB","NLA 2017","rotifera"
"158","2010185","PLAINS","ZOFN","Synchaeta",0.076204539,4.392676429,"PRED","NLA 2017","rotifera"
"159","2010186","WMTNS","ZOCN","Calanoida",4.066956803,2.350402185,"HERB","NLA 2017","copepoda"
"160","2010186","WMTNS","ZOCN","Cyclopoida",0.078734094,0.180800168,"UNK","NLA 2017","copepoda"
"161","2010186","WMTNS","ZOCN","Epischura nevadensis",2.902392937,0.180800168,"OMNI","NLA 2017","copepoda"
"162","2010186","WMTNS","ZOCN","Leptodiaptomus tyrrelli",2.07200974,0.361600336,"HERB","NLA 2017","copepoda"
"163","2010186","WMTNS","ZOCN","Tropocyclops prasinus",74.13900999,71.41606639,"HERB","NLA 2017","copepoda"
"164","2010186","WMTNS","ZOFN","Copepoda",49.22817175,1356.000115,"UNK","NLA 2017","copepoda"
"165","2010186","WMTNS","ZOFN","Cyclopoida",116.7295144,551.4400468,"UNK","NLA 2017","copepoda"
"166","2010186","WMTNS","ZOFN","Tropocyclops prasinus",169.6918198,171.7600146,"HERB","NLA 2017","copepoda"
"167","2010187","EHIGH","ZOCN","Bosmina longirostris",0.341442983,0.350141171,"HERB","NLA 2017","cladocera"
"168","2010187","EHIGH","ZOCN","Calanoida",0.960291158,0.604789295,"HERB","NLA 2017","copepoda"
"169","2010187","EHIGH","ZOCN","Cyclopoida",0.299647642,0.14323957,"UNK","NLA 2017","copepoda"
"170","2010187","EHIGH","ZOCN","Daphnia",11.06179135,3.61282026,"HERB","NLA 2017","cladocera"
"171","2010187","EHIGH","ZOCN","Daphnia galeata mendotae",5.032563309,0.954930465,"HERB","NLA 2017","cladocera"
"172","2010187","EHIGH","ZOCN","Diacyclops thomasi",0.143513526,0.111408554,"OMNI","NLA 2017","copepoda"
"173","2010187","EHIGH","ZOCN","Diaphanosoma brachyurum",0.449138278,0.334225663,"HERB","NLA 2017","cladocera"
"174","2010187","EHIGH","ZOCN","Epischura",0.440131134,0.079577539,"OMNI","NLA 2017","copepoda"
"175","2010187","EHIGH","ZOCN","Holopedium atlanticum",0.090844229,0.031831016,"HERB","NLA 2017","cladocera"
"176","2010187","EHIGH","ZOCN","Skistodiaptomus pallidus",0.821392072,0.159155078,"HERB","NLA 2017","copepoda"
"177","2010187","EHIGH","ZOCN","Tropocyclops prasinus",0.070321328,0.063662031,"HERB","NLA 2017","copepoda"
"178","2010187","EHIGH","ZOFN","Calanoida",0.28916413,0.361600031,"HERB","NLA 2017","copepoda"
"179","2010187","EHIGH","ZOFN","Copepoda",0.623731846,12.11360103,"UNK","NLA 2017","copepoda"
"180","2010187","EHIGH","ZOFN","Cyclopoida",0.150652828,0.723200061,"UNK","NLA 2017","copepoda"
"181","2010187","EHIGH","ZOFN","Filinia terminalis",0.016777193,0.361600031,"OMNI","NLA 2017","rotifera"
"182","2010187","EHIGH","ZOFN","Kellicottia longispina",0.344312111,49.90080424,"OMNI","NLA 2017","rotifera"
"183","2010187","EHIGH","ZOFN","Keratella cochlearis",0.008032288,1.808000154,"HERB","NLA 2017","rotifera"
"184","2010187","EHIGH","ZOFN","Keratella crassa",0.00148695,0.180800015,"HERB","NLA 2017","rotifera"
"185","2010187","EHIGH","ZOFN","Polyarthra vulgaris",0.388253001,12.83680109,"OMNI","NLA 2017","rotifera"
"186","2010187","EHIGH","ZOFN","Trichocerca cylindrica",0.022954787,0.180800015,"PRED","NLA 2017","rotifera"
"187","2010187","EHIGH","ZOFN","Tropocyclops prasinus",0.174672315,0.180800015,"HERB","NLA 2017","copepoda"
"188","2010188","PLAINS","ZOCN","Bosmina longirostris",2.073442933,2.811739703,"HERB","NLA 2017","cladocera"
"189","2010188","PLAINS","ZOCN","Calanoida",559.062628,194.0100395,"HERB","NLA 2017","copepoda"
"190","2010188","PLAINS","ZOCN","Ceriodaphnia",295.5205347,163.0809028,"HERB","NLA 2017","cladocera"
"191","2010188","PLAINS","ZOCN","Chydorus sphaericus",2.659988143,4.217609554,"HERB","NLA 2017","cladocera"
"192","2010188","PLAINS","ZOCN","Cyclopoida",0.895601094,1.405869851,"UNK","NLA 2017","copepoda"
"193","2010188","PLAINS","ZOCN","Daphnia pulicaria",3222.236267,167.2985123,"HERB","NLA 2017","cladocera"
"194","2010188","PLAINS","ZOCN","Diaphanosoma",13.2159892,1.405869851,"HERB","NLA 2017","cladocera"
"195","2010188","PLAINS","ZOCN","Leptodiaptomus siciloides",275.4781322,37.95848599,"HERB","NLA 2017","copepoda"
"196","2010188","PLAINS","ZOFN","Calanoida",15.74265646,14.73320045,"HERB","NLA 2017","copepoda"
"197","2010188","PLAINS","ZOFN","Collotheca",0.01109344,0.491106682,"HERB","NLA 2017","rotifera"
"198","2010188","PLAINS","ZOFN","Conochilus unicornis",0.059726688,6.875493542,"HERB","NLA 2017","rotifera"
"199","2010188","PLAINS","ZOFN","Copepoda",4.374108302,73.66600223,"UNK","NLA 2017","copepoda"
"200","2010188","PLAINS","ZOFN","Cyclopoida",0.231619085,0.491106682,"UNK","NLA 2017","copepoda"
"201","2010188","PLAINS","ZOFN","Filinia terminalis",0.14804763,4.911066815,"OMNI","NLA 2017","rotifera"
"202","2010188","PLAINS","ZOFN","Keratella cochlearis",0.061138168,22.09980067,"HERB","NLA 2017","rotifera"
"203","2010188","PLAINS","ZOFN","Keratella cochlearis robusta",0.509742101,58.93280178,"HERB","NLA 2017","rotifera"
"204","2010188","PLAINS","ZOFN","Keratella cochlearis tecta",0.001057082,0.982213363,"HERB","NLA 2017","rotifera"
"205","2010188","PLAINS","ZOFN","Keratella quadrata",1.077105601,18.17094722,"HERB","NLA 2017","rotifera"
"206","2010188","PLAINS","ZOFN","Polyarthra vulgaris",0.069840356,1.964426726,"OMNI","NLA 2017","rotifera"
"207","2010189","PLAINS","ZOCN","Acanthocyclops",0.60868429,0.480193605,"OMNI","NLA 2017","copepoda"
"208","2010189","PLAINS","ZOCN","Alona guttata",0.067573312,0.120048401,"HERB","NLA 2017","cladocera"
"209","2010189","PLAINS","ZOCN","Bosmina longirostris",8.207383496,14.52585656,"HERB","NLA 2017","cladocera"
"210","2010189","PLAINS","ZOCN","Calanoida",3.340213153,2.521016428,"HERB","NLA 2017","copepoda"
"211","2010189","PLAINS","ZOCN","Ceriodaphnia",3.938051023,7.563049284,"HERB","NLA 2017","cladocera"
"212","2010189","PLAINS","ZOCN","Cyclopoida",6.446285105,4.681887652,"UNK","NLA 2017","copepoda"
"213","2010189","PLAINS","ZOCN","Daphnia",2.029114742,0.960387211,"HERB","NLA 2017","cladocera"
"214","2010189","PLAINS","ZOCN","Daphnia lumholtzi",1.723692401,0.480193605,"HERB","NLA 2017","cladocera"
"215","2010189","PLAINS","ZOCN","Diaphanosoma",4.819290442,8.163291291,"HERB","NLA 2017","cladocera"
"216","2010189","PLAINS","ZOCN","Ergasilus",0.318604496,0.120048401,"OMNI","NLA 2017","copepoda"
"217","2010189","PLAINS","ZOCN","Eucyclops prionophorus",0.436345447,0.240096803,"OMNI","NLA 2017","copepoda"
"218","2010189","PLAINS","ZOCN","Leptodiaptomus siciloides",3.899080358,1.080435612,"HERB","NLA 2017","copepoda"
"219","2010189","PLAINS","ZOCN","Macrothrix",0.001149176,0.120048401,"HERB","NLA 2017","cladocera"
"220","2010189","PLAINS","ZOCN","Microcyclops rubellus",0.514293114,0.360145204,"HERB","NLA 2017","copepoda"
"221","2010189","PLAINS","ZOCN","Moina",14.4869167,16.80677619,"HERB","NLA 2017","cladocera"
"222","2010189","PLAINS","ZOCN","Leydigia leydigi",1.37880679,0.960387211,"HERB","NLA 2017","cladocera"
"223","2010189","PLAINS","ZOFN","Asplanchna",10.84904179,6.207042781,"OMNI","NLA 2017","rotifera"
"224","2010189","PLAINS","ZOFN","Bdelloidea",0.621569726,18.62112834,"HERB","NLA 2017","rotifera"
"225","2010189","PLAINS","ZOFN","Bosminidae",2.880578069,12.41408556,"HERB","NLA 2017","cladocera"
"226","2010189","PLAINS","ZOFN","Brachionus angularis",6.099647409,411.7338378,"OMNI","NLA 2017","rotifera"
"227","2010189","PLAINS","ZOFN","Brachionus bidentata",0.165533596,4.13802852,"OMNI","NLA 2017","rotifera"
"228","2010189","PLAINS","ZOFN","Brachionus calyciflorus",1.356213833,14.48309982,"OMNI","NLA 2017","rotifera"
"229","2010189","PLAINS","ZOFN","Brachionus havanaensis",2.027117135,107.5887415,"OMNI","NLA 2017","rotifera"
"230","2010189","PLAINS","ZOFN","Cephalodella",0.02700316,2.06901426,"OMNI","NLA 2017","rotifera"
"231","2010189","PLAINS","ZOFN","Collotheca",0.070665196,4.13802852,"HERB","NLA 2017","rotifera"
"232","2010189","PLAINS","ZOFN","Conochiloides",1.206328833,49.65634224,"HERB","NLA 2017","rotifera"
"233","2010189","PLAINS","ZOFN","Conochilus unicornis",0.730381731,47.58732798,"HERB","NLA 2017","rotifera"
"234","2010189","PLAINS","ZOFN","Copepoda",6.013308561,82.76057041,"UNK","NLA 2017","copepoda"
"235","2010189","PLAINS","ZOFN","Cyclopoida",9.011451331,14.48309982,"UNK","NLA 2017","copepoda"
"236","2010189","PLAINS","ZOFN","Filinia opoliensis",8.237888983,86.89859893,"OMNI","NLA 2017","rotifera"
"237","2010189","PLAINS","ZOFN","Filinia terminalis",1.20752762,20.6901426,"OMNI","NLA 2017","rotifera"
"238","2010189","PLAINS","ZOFN","Hexarthra",0.192748603,6.207042781,"OMNI","NLA 2017","rotifera"
